obj_plate_obj_ID,obj_plate,obj_plate_roman,obj_plate_num,obj_geo_B-U-S,obj_block,obj_house,obj_house_roman,obj_room,obj_geo_B-U-S_2,obj_block2,obj_house2_roman,obj_house2,obj_room2,obj_geo_STRT-S,obj_street_abbr,obj_street,obj_st_num_2dig,obj_st_num,obj_level_ft,obj_time_cat,obj_admin_blockorigtext,obj_admin_room2origtext,obj_admin_blockadj,obj_admin_blocksub,obj_admin_roomadj,obj_admin_datanotes,obj_source_cat,obj_category,addl_type,addl_description,addl_dimension,bead_Len_or_Ht_in,bead_width_in,bead_Thickness_in,bead_Diameter_in,bead_Pottery,bead_Shell,bead_Falence,bead_Vltreous_paste,bead_Paste,bead_Steatite,bead_Gold,bead_Silver,bead_Copper_or_Bronze,bead_Carnelian,bead_Lapls_lazuli,bead_Jasper,bead_Quartz,bead_Green_felspar,bead_Onyx,bead_Agate,bead_Haematte,bead_Limestone,bead_Serpentine,bead_Breccia,bead_Turquoise,metl_type,metl_copper,metl_bronze,metl_length_in,metl_width_in,metl_thickness_of_tang_in,metl_thickness_of_blade_in,metl_height_in,metl_diameter_in,ptip_thickness_in,ptip_width_in,ptip_length_in,ptip_slips_lt_red,ptip_slips_dark_red,ptip_slips_cream_or_white,ptip_slips_green,ptip_slips_pink,ptip_degrainssants_sand,ptip_degrainssants_mica,ptip_degrainssants_lime,ptip_degrainssants_dirt,ptip_paints_black,ptip_paints_red,ptip_paints_green,ptip_paints_yellow,ptip_paints_white,ptip_width_and_length_orig,ptup_field_No,ptup_slips_lt_red,ptup_slips_dark_red,ptup_slips_cream_or_white,ptup_slips_green,ptup_slips_pink,ptup_degrainssants_sand,ptup_degrainssants_mica,ptup_degrainssants_lime,ptup_degrainssants_dirt,ptup_paints_black,ptup_paints_red,ptup_paints_green,ptup_paints_yellow,ptup_paints_white,ptup_height,ptup_length,ptup_breadth,ptup_thickness,ptpb_type,ptpb_field_No,ptpb_pastes_lt_red,ptpb_pastes_pink,ptpb_pastes_grey,ptpb_pastes_drab,ptpb_slips_crown_or_white,ptpb_slips_red,ptpb_slips_brown_or_purple,ptpb_slips_black,ptpb_slips_pink,ptpb_degrainssants_sand,ptpb_degrainssants_mica,ptpb_degrainssants_lime,ptpb_degrainssants_dirt,ptpb_paints_black,ptpb_paints_purple_black,ptpb_paints_red,ptpb_paints_white,ptpb_trimming,seal_type,seal_material,seal_dimensions_L_in,seal_dimensions_W_in,seal_dimensions_T_in,seal_dimensions_in_orig
105-031-X,105,CV,31,03-X-05-11-X,3,05,V,11,,,,,,,,,,,-8.7,Late III,3,11,03,,11,,Additional_Objects_M,Cooking Baking Utensils,Ivory Rod,"A rectangular, ivory rod, somewhat roughly made with its sides cut slightly askew. Round the centre of this rod is a band of copper which is apparently secured by a copper rivet, though this rivet may have been part of a hook by which the rod was either suspended from or supoorte on some other onject. There is the same incised decoration on all four sides, namey, blocks of double hatching at each end and in the middle, separated by device of concentric circles. ","3""*0.5""*0.4"" and is peforated by three holes averaging 0.16"" in diameter. Round the centre of this rod is a band of copper, which is 0.65"" wide. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105-053-X,105,CV,53,01-A-00-89-X,1A,00,,89,,,,,,,,,,,-8.3,Late III,1A,89,01,A,89,,Additional_Objects_M,Cooking Baking Utensils,Ivory Rod,"Ivory rod. This object is well made and polished, but its metal band-if it ever existed- has long since disappeared. ","2.66"" long by 0.3"" square in section, with one end broken off. The holes at one end of this rod are 0.11"" in diameter and penetrate to a depth of 0.12"" ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109-019-X,109,CIX ,19,03-X-06-47-X,3,06,VI,47,,,,,,,,,,,-91.4,Early Periods,3,47,03,,47,,Additional_Objects_M,Cooking Baking Utensils,Jar-stoppers,Ivory.,"1.75"" long by 0.75"" in diameter at the wider, and 0.49"" at the narrower end. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110-054-X,110,CX,54,07-X-04-50-X,7,04,IV,50,,,,,,,,,,,-17.2,Intermediate III,7,50,07,,50,,Additional_Objects_M,Personal Ornament,Hair-pin,Ivory. Lower part missing. Top of head decorated with simple incised cross-hatching. ,1.15 ins. long; 0.35 in. in diameter. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104-010-X,104,CIV,10,08-A-00-42-X,8A,00,,42,,,,,,,,,,,7.7,[check data],8A,42,08,A,42,check Level,Additional_Objects_M,Cooking Baking Utensils,Roling-pin,"Light grey chert, slightly veined. The object was carefully made and polished that it may have been turned on a lathe after first being carefully falked into form. Its sides are remarkably plane, except at the extreme ends wehre there is a very slight narrowing. ","4.74"" L * 1.8"" in diameter; ends at right angles to the sides. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108-022-X,108,CVIII,22,01-X-01-00-X,1,01,I,,10-X-00-00-X,10,,,,,,,,,-23.7,Early Periods,1&10,,01,,00,,Additional_Objects_M,Cooking Baking Utensils,Rolling-pin,Cylindrial. Light red pottery; cream slip. Slightly wraped in baking. ,"5.4"" L * 1.7"" in diameter. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110-055-X,110,CX,55,07-X-04-50-X,7,04,IV,50,,,,,,,,,,,-17.2,Intermediate III,7,50,07,,50,,Additional_Objects_M,Personal Ornament,Hair-pin,Ivory. This object may once have been longer as the end of the shank appears to be broken. Decorated on the two broader faces only with incised curved lines. ,"1.5"" long * 0.6"" wide * 0.15"" thick",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105-040-X,105,CV,40,,8A,,35,,,,,,,,,,,,-6.9,Late II,8A,,08,A,00,check location,Additional_Objects_M,Cooking Baking Utensils,Scale-pan,"Light red pottery; cream slip. Hand-made. The upper side is uneven and somewhat roughly finsihed. THere are three holes, at equal distanes around the edge. ","2.7"" in diameter * 1.02"" thick, including the projecting base. There are three holes, averaging 0.1"" in diameter. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109-032-X,109,CIX,32,03-X-06-47-X,3,06,VI,47,,,,,,,,,,,-19.4,Intermediate III,3,47,03,,47,,Additional_Objects_M,Cooking Baking Utensils,Scale-pin,"Hand-made, and slightly out of shape.It was suspended by means of three small holes at pratically equal distances round the edge. ","2.25"" in diameter and 0.31"" high on the outside. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109-031-X,109,CIX,31,07-X-00-00-X,7,00,,,08-X-00-00-X,8,,,,,,,,,-13.7,Intermediate II,7&8,,07,,00,,Additional_Objects_M,Cooking Baking Utensils,Tube,Made of a carefully cleaned-out bone. The outside is polished by much use. ,"3.55"" long by 0.57"" and 0.5"" in diameter at the ends. Diameter of interior, 0.29"". ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109-047-X,109,CIX,47,,,00,,,,,,,,FRST-21-X,FRST,First Street,21,21,-16.9,Intermediate III,,,0,,0,,Additional_Objects_M,Cooking Baking Utensils,Tube,"Curved tube of drab-coloured pottery. One end is complete and slightly splayed, but the other is missing. ","7.65"" long across the chord",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100-002-X,100,C,2,07-X-04-71-X,7,04,IV,71,,,,,,,,,,,-18.2,Intermediate III,7,71,07,,71,,Additional_Objects_M,Personal Ornament,Hair-pin,Ivory. fining down to a good point. Much polished by use. ,"4.6"" long; 0.2"" in diameter.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109-004-X,109,CIX,4,09-X-08-18-X,9,08,VIII,18,,,,,,,,,,,-12.9,Intermediate I,9,18,09,,18,,Additional_Objects_M,Cooking Baking Utensils,Ivory Roundel,The side of this roundel is cross-hatched with incised lines that were once filled in with black.,"0.52"" in diameter * 0.5"" high.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142-079-X,142,CXLII,79,09-X-03-35-X,9,03,III,35,,,,,,,,,,,-14.2,Intermediate II,9,35,09,,35,,Additional_Objects_M,Games And Toys,Whistle,"Pottery; with traces of a light red slip. Apparently a miniature jar whose rim had been rubbed down to enlarge the hole slightly. A second hole near the mouth was doubtless used as a stop, as in the above example. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140-021-X,140,CXL,21,09-X-10-85-X,9,10,X,85,,,,,,,,,,,-7,Late III,9,85,09,,85,,Additional_Objects_M,Games And Toys,"LIght grey pottery. Ornamented with parallel dark-red lines, those on one hemisphere at right angles to those on the other. ","Average diameter 1.4""","Average diameter 1.4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105-007-X,105,CV,7,01-X-03-00-X,1,03,III,,07-X-00-00-X,7,,,,,,,,,-9.9,Intermediate I,1&7,,01,,00,,Additional_Objects_M,Cooking Baking Utensils,Pottery of unkown use,"Pinkish pottery; cream slip. The longitudinal grooves on either side of this projection on the upper surface of the plaque shallow out towards one end and are 0.23"" deep at the other. A small, oblique hole at one end of the plaque seems to have been left unfinsihed. The four edges are flat and smooth, and across one edge of the base which is fairly plane right parallel lines had been roughly scratched with a pointed instrument after baking. ","2.99"" L * 1.45"" W * 0.93"" H. A cup-like projection in the centre of the upper surface of this object is 0.35"" in diameter by 0.55"" deep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142-081-X,142,CXLII,81,09-X-07-17-X,9,07,VII,17,,,,,,,,,,,-15.4,Intermediate II,9,17,09,,17,,Additional_Objects_M,Games And Toys,Light red pottery; no slip. Roughly decorated with red lines. Found together. ,Light red pottery; no slip. Roughly decorated with red lines. Found with No. 80 together,"An average of 1.67"" in diameter. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106-017-X,106,CVI,17,08-A-00-33-X,8A,00,,33,18-X-00-00-X,18,,,,,,,,,-5.5,Late II,8A&18,33,08,A,33,,Additional_Objects_M,Cooking Baking Utensils,Pottery of unkown use,"Portion of a hollow cylinder of white alabaster. The upper and lower edges of this fragment are perfect and it is clearly not part of a stone vessel. It was very carefully fluted outside, being first ringed horizontally with a saw and the parts beween the cuts then carefully rounded off. ","1.68"" high * 1.4"" in diameter before breakage; 0.24"" thick. Each fluting is 0.32""wide and projects 0.11"" ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106-039-X,106,CVI,39,13-X-03-19-X,13,03,III,19,,,,,,,,,,,-3.8,Late Ib,13,19,13,,19,,Additional_Objects_M,Cooking Baking Utensils,Pottery of unkown use,"Roughly made form a piece of brick, with a shallw groove. This groove shows a slight amount of wear as if soemthng had occasionally slipped on it.","2.83"" L * 1.85"" in diameter. Made from the brick with a shallow groove, 0.48"" W * 0.08"" deep, cut round the middle. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106-040-X,106,CVI,40,,,00,,,,,,,,WSST-17 (IV)&19-X,WSST,West Street,17 (IV)&19,17 (IV)&19,-0.7,Late Ia,,,0,,0,check how we will handle location (multistreet),Additional_Objects_M,Cooking Baking Utensils,Pottery of unkown use,"Light red pottery; cream slip. Half of its length is round and half very roughly squared. A roughly bored hole perforates it from top to bottim and was evidently made before the object was baked. Both the top and base are flat, and the latter shows a certain amount of wear. ","2.83"" L * 2.33"" in diameter. A roughly bored hole, some 0.4"" in diameter, perforated it from top to bottom. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106-041-X,106,CVI,41,25-X-01-13-X,25,01,I,13,,,,,,,,,,,-7.9,Late III,25,13,25,,13,,Additional_Objects_M,Cooking Baking Utensils,Pottery of unkown use,LIght red pottery. Roughly hacked out from a piece of brick. The top is thinned down and roughly rounded; and there is a very slight suggestion of a groove across the middle of the base and up the sides to where it is recessed. ,"3.66"" high * 2.57"" in diameter at base. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108-009-X,108,CVIII,9,01-X-04-28-X,1,04,IV,28,,,,,,,,,,,-17.4,Intermediate III,1,28,01,,28,,Additional_Objects_M,Cooking Baking Utensils,Pottery of unkown use,Pottery. One side is flat and the other slightly rounded; and on both an apparently meaningless pattern which may or may not have been filled in with colour is incised.,"3.7"" long including the thick handle, by 2.73""  wide and 0.62"" thick. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108-010-X,108,CVIII,10,01-X-04-28-X,1,04,IV,28,,,,,,,,,,,-17.4,Intermediate III,1,28,01,,28,,Additional_Objects_M,Cooking Baking Utensils,Pottery of unkown use,"Pottery. One side is flat and the other slightly rounded; and on both an apparently meaningless pattern which may or may not have been filled in with colour is incised.The two incised lines on the handle were filled in with a pigment, red in one, black in other.  ","3.7"" long including the thick handle, by 2.73""  wide and 0.62"" thick. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108-019-X,108,CVIII,19,01-A-00-90-X,1A,00,,90,,,,,,,,,,,-20.1,Intermediate III,1A,90,01,A,90,,Additional_Objects_M,Cooking Baking Utensils,Pottery of unkown use,Faience; with slight traces of green. Pierced horizontally by two holes/ The lower portion of this object is missing and its use unkown. ,"1.58"" long * 0.78"" in diamter at head. Pierced by two holes, each 0.11"" in diamter. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108-033-X,108,CVIII,33,01-X-07-03-X,1,07,VII,3,,,,,,,,,,,-14.5,Intermediate II,1,3,01,,03,,Additional_Objects_M,Cooking Baking Utensils,Pottery of unkown use,"Yellowish-brown limestone. It has plane sides, a curved base, and a deep channel, in its upper portion, parts of whose sides are broken away. The two sides of this rocker (?) are fairly plane and roughly dressed. It seems not unlikely that a beam of some kind was set in the channel so that the rocker served as the fulcrum of a lever. ","7.25"" long * 5.12"" broad * 3.7"" high. It has plane sides and a deep channel, 2.45"" wide. In its upper portion, it averages 0.78"" in depth. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
081-005-X,081,LXXXI,5,07-X-04-72-X,7,04,IV,72,,,,,,,,,,,-18.5,Intermediate III,7,72,07,,72,,Additional_Objects_M,Animals,Model animal,"Pottery; no slip. A figure with a bird-like head that in its curious shape resembles No. 9. On either side are short raised arms or wings. Two perforated projections behind, which have been broken off, suggest that this onject was swung on a rod. A small hole through the neck probably served to take a cord. The lower part of the body is missing. ","2.3"" high",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
081-013-X,081,LXXXI,13,07-X-04-72-X,7,04,IV,72,,,,,,,,,,,-16.3,Intermediate III,7,72,07,,72,,Additional_Objects_M,Animals,Model animal,"Pottery; no slip. Roughly made, hollow model of a bird with expanded tail and round pellet eyes. Two holes took an axle on which a pair of pottery wheels were fixed; the top was drawn along by a cord passed through a small perforation in the base of the head. ","3.9"" long. Two holes, each 0.17"" in diameter. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140-019-X,140,cxl,19,09-X-12-94-X,9,12,XII,94,,,,,,,,,,,-9,Late III,9,94,09,,94,,Additional_Objects_M,Games And Toys,Cubical Dice,"Reddish pottery; smoked-stained in places. Very roughly made, and badly out of shape. 1 opposite 3, 2 opposite 4, 5 opposite 6. The holes that indicate the numbers were made with a pointed stick. ","1"" * 0.92"" * 0.76""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109-014-X,109,CIX,14,,,00,,,,,,,,FRST-22-X,FRST,First Street,22,22,-16,Intermediate III,,,0,,0,,Additional_Objects_M,Cooking Baking Utensils,Ivory Roundel,Somewhat wraped and not how truly circular. ,"0.6"" and 0.6"" in diameter at ends by 0.51"" high. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109-015-X,109,CIX,15,07-X-08-19-X,7,08,VIII,19,,,,,,,,,,,-13.2,Intermediate II,7,19,07,,19,,Additional_Objects_M,Cooking Baking Utensils,Ivory Roundel,,"0.82"" in diameter * 0.65"" high. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109-030-X,109,CIX,30,01-X-00-15-X,1,00,,15,,,,,,,,,,,-13.9,Intermediate II,1,15,01,,15,,Additional_Objects_M,Cooking Baking Utensils,Pottery Object,"Pottery; no slip. Somewhat roughly made, solid adn with an upward projecting sput. Nothing appears to have been broken from its lower portion. There is another vertical hole, moreover, in the apparent base.","1.8"" high. The vertical hole in the spout, which is 0.14"" in diameter, is only 0.6"" deep. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109-025-X,109,CIX,25,07-X-05-68-X,7,05,V,68,,,,,,,,,,,-17.2,Intermediate III,7,68,07,,68,,Additional_Objects_M,Cooking Baking Utensils,Pottery of unkown use,"Pierced rectangular plaque. Appears to be pottery. Well made. In its centre a rectangular hole pierces it vertically. Four small, round holes. ","2.15"" L * 1.4"" W * 0.93"" thick. In its centre a rectangular hole, 0.5"" * 0.29"", pierces it vertically. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109-040-X,109,CIX,40,01-X-01-00-X,1,01,I,,10-X-00-00-X,10,,,,,,,,,-28.3,Early Periods,1&10,,01,,00,,Additional_Objects_M,Cooking Baking Utensils,Wavy Ring,"Shell. The irregular hole through the centre appears to be a natural one, and it was probably intended to bore it properly at a later stage. The base of this ring was left flat, though the top had been quartered. The cuts are very shallow and the ring is evidently unfinished. ","1.38"" in diameter by 0.5"" high.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128-015-X,128,CXXVIII,15,,0,00,,,,,,,,,,,,,,,,,00,,00,checked location: no location given in text,Additional_Objects_M,Cooking Baking Utensils,Frying-pan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128-016-X,128,CXXVIII,16,,0,00,,,,,,,,,,,,,,,,,00,,00,checked location: no location given in text,Additional_Objects_M,Cooking Baking Utensils,Frying-pan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128-018-X,128,CXXVIII,18,,0,00,,,,,,,,,,,,,,,,,00,,00,checked location: no location given in text,Additional_Objects_M,Cooking Baking Utensils,Frying-pan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128-021-X,128,CXXVIII,21,,0,00,,,,,,,,,,,,,,,,,00,,00,checked location: no location given in text,Additional_Objects_M,Cooking Baking Utensils,Frying-pan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132-002-X,132,CXXXII,2,,0,00,,,,,,,,,,,,,,,,,00,,00,checked location: no location given in text,Additional_Objects_M,Cooking Baking Utensils,Frying-pan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132-004-X,132,CXXXII,4,,0,00,,,,,,,,,,,,,,,,,00,,00,checked location: no location given in text,Additional_Objects_M,Cooking Baking Utensils,Frying-pan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108-016-X,108,CVIII,16,07-X-06-66-X,7,06,VI,66,,,,,,,,,,,-18.7,Intermediate III,7,66,07,,66,,Additional_Objects_M,Cooking Baking Utensils,Brick,"With a deep lunate excision on one side of it. The cutting which is slightly oblique was very roughly done. The elaborate head-gear worn by some of the female figurines, which head-dress may also have been that of the commona people, would certainly have neccessitated the use of some kind of head-rest at night; but the majority of these would probably have been made of wood and have perished. ","11.4"" * 5.6"" * 2.55"" in size.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
080-012-X,080,LXXX,12,07-X-07-20-X,7,07,VII,20,,,,,,,,,,,-19.7,Intermediate III,7,20,07,,20,,Additional_Objects_M,Animals,Model animal,"Pottery; no slip. Model ram, with the curly fleece roughly indicated by curved lines. ","1.18"" high. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140-028-X,140,CXL,28,09-X-06-30-X,9,06,VI,30,,,,,,,,,,,-5.5,Late II,9,30,09,,30,,Additional_Objects_M,Games And Toys,Ball,White crystal. Well made and carefully polished. ,"0.43"" in diameter. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112-003-X,112,CXII,3,07-X-00-00-X,7,00,,,,,,,,,,,,,-41,Early Periods,7,,07,,00,,Additional_Objects_M,Games And Toys,"Light red pottery. The lines that decorate this rattle are now light grey, perhaps owing to a long immersion in water having latered the original red.  ","Average diameter 2.3"" ","Average diameter 2.3"".",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142-066-X,142,CXLII,66,09-X-05-00-X,9,05,V,,09-A-00-00-X,9A,,,,,,,,,-14.6,Intermediate II,9&9A,,09,,00,,Additional_Objects_M,Games And Toys,Ball,"Alabaster. Somewhat out of shape through the action of water. Ornamented with incised, concentric circles, regularly arranged like those on the shell balls. ","1.5"" in diameter. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142-080-X,142,CXLII,80,,0,00,,,,,,,,,,,,,,,,,00,,00,check location,Additional_Objects_M,Games And Toys,Light red pottery; no slip. Roughly decorated with red lines. Found together. ,Light red pottery; no slip. Roughly decorated with red lines. Found with No. 81 together,"An average of 2.1"" in diameter. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
072-002-X,072,LXXII,2,09-X-07-17-X,9,07,VII,17,,,,,,,,,,,-10.5,Intermediate I,9,17,09,,17,,Additional_Objects_M,Human Figure,Figurine,"Pottery; with a red slip. This roughly modelled figure represents a very matronly woman nursing an infant at her right breast. The figure of the infant has, however, almost entirely gone and only a portion of the legs remains. The mother had originally two footless pointed legs like the one seen in the photo, but as they could not possibly support her properly, a pedestal was placed behind them, with the help of which despite its being broken the figure still stands upright. The head is very roughly modelled, a mere pinch sufficing to form the nose; and the usual round pellets serve as eyes, though an indentation in the centre of each to represent the pupil is very unusual feature. Possibly this was a votive figure intended to be placed in a shrine, either for the purpose of obtaining offspring or in thanks for the arrival of one. ","2.88"" high. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
